gene_symbol,UMAP 0,UMAP 1
COMMD1,11.509398,7.8757896
COMMD10,7.4611673,6.3340244
COMMD2,1.5185056,5.6067343
COMMD3,9.3876295,7.332805
COMMD3-BMI1,8.323024,7.333999
COMMD4,11.3263855,9.6779585
COMMD5,9.5672,10.278936
COMMD6,7.268465,7.3202124
COMMD7,9.198399,9.113041
COMMD8,5.5252757,5.3478513
COMMD9,3.3275833,10.2102585
COMP,5.0338182,13.266504
COMT,6.128532,12.365687
COMTD1,10.340717,11.386679
COP1,3.4830256,9.41783
COPA,-0.942789,9.631546
COPB1,1.9539323,6.580837
COPB2,1.9138355,7.606451
COPE,10.950951,10.665802
COPG1,3.3907728,11.382506
COPG2,3.0005364,9.299869
COPRS,10.83585,8.932589
COPS2,-2.2629292,5.4657707
COPS3,6.8283453,7.615086
COPS4,7.653006,7.383281
COPS5,8.548779,7.463163
COPS6,9.352537,9.640321
COPS7A,7.6220593,10.567361
COPS7B,4.892105,10.827256
COPS8,2.0815907,5.4351344
COPS9,12.355828,7.877116
COPZ1,6.1945925,9.440652
COPZ2,10.880245,9.039453
COQ10A,8.658531,10.181674
COQ10B,5.604936,6.261759
COQ2,8.006525,8.0483055
COQ3,8.571691,7.2901335
COQ4,10.448687,10.807122
COQ5,8.267499,8.075394
COQ6,5.965565,8.882892
COQ7,4.3355165,8.877554
COQ8A,3.8731346,12.381836
COQ8B,5.7098136,12.868779
COQ9,8.801667,10.384117
CORIN,-0.31782395,8.068261
CORO1A,9.333363,11.413971
CORO1B,-0.41543972,12.956929
CORO1C,1.4363533,9.467238
CORO2A,-1.1457559,10.601944
CORO2B,1.8628929,12.309694
CORO6,4.76076,12.920275
CORO7,2.1648715,13.507233
CORO7-PAM16,2.686954,13.513586
CORT,10.259868,7.859618
COTL1,7.431354,11.122467
COX10,3.3679965,10.994391
COX11,2.4371433,5.4080586
COX14,12.245926,7.7681003
COX15,-0.40575624,8.098815
COX16,7.5702686,7.203267
COX17,11.57341,7.304819
COX18,-2.359022,6.3932533
COX19,-0.3453883,11.299521
COX20,4.2951946,6.5443635
COX4I1,11.432994,8.452832
COX4I2,12.101964,9.460831
COX5A,8.766138,7.615804
COX5B,11.321275,8.273078
COX6A1,12.137308,8.063366
COX6A2,12.624151,8.927364
COX6B1,12.44407,8.053447
COX6B2,8.912546,10.794146
COX6C,9.971887,6.9200597
COX7A1,12.933951,7.98697
COX7A2,11.958877,7.0833445
COX7A2L,4.620063,6.6986575
COX7B,3.9054766,7.570183
COX7B2,11.157618,6.9509883
COX7C,10.488774,6.8810873
COX8A,11.990099,8.721175
COX8C,10.885632,7.528851
CP,0.16023383,6.355928
CPA1,9.354917,10.512758
CPA2,8.95496,8.726494
CPA3,7.3466825,7.4446135
CPA4,3.6129441,10.859885
CPA5,6.646535,10.439936
CPA6,5.9725666,8.243531
CPAMD8,-1.8839833,12.035919
CPB1,8.405822,8.331359
CPB2,7.5946727,7.425099
CPD,-4.0220003,6.9668045
CPE,4.0845046,8.825731
CPEB1,1.9962258,10.594655
CPEB2,-3.8753362,7.3305135
CPEB3,-3.7972887,7.2592497
CPEB4,-4.04677,6.8671913
CPED1,-0.66451097,5.342713
CPHXL,9.637569,8.359275
CPHXL2,9.455078,8.331183
CPLANE2,9.401017,11.315023
CPLX1,6.940227,13.092815
CPLX2,-0.09463762,12.437004
CPLX3,7.2887483,11.387032
CPLX4,6.7577405,8.1666975
CPM,-2.1371548,6.881516
CPN1,7.83036,10.246066
CPN2,3.394055,11.83049
CPNE1,7.4430594,11.099619
CPNE2,4.472131,11.912857
CPNE3,-0.11637863,5.9803042
CPNE4,1.6978078,9.471931
CPNE5,2.159363,12.817139
CPNE6,6.502329,12.1420765
CPNE7,5.4146075,13.203791
CPNE8,2.2927277,5.3171635
CPNE9,6.8785415,11.530755
CPO,8.913761,7.900749
CPOX,4.014326,8.92741
CPPED1,-1.9336406,7.976407
CPQ,6.4699965,9.193848
CPS1,-1.2198913,8.149488
CPSF1,-0.2843727,12.832887
CPSF3,5.088188,8.474874
CPSF4,7.689286,11.2023115
CPSF4L,11.689054,8.08603
CPSF6,-2.443357,6.1130424
CPSF7,2.1855009,11.192264
CPT1A,-0.912527,10.704321
CPT1B,4.8411746,12.477421
CPT1C,4.2142515,12.942393
CPT2,4.3254523,11.031904
CPTP,7.116836,12.973836
CPVL,5.8172693,7.4902143
CPXCR1,6.9349966,6.438178
CPXM1,5.5123487,12.852773
CPXM2,1.9422129,11.698035
CPZ,6.7555275,12.680363
CR1L,7.561124,9.447966
CR2,0.58735144,9.2744055
CRABP1,11.615434,8.855923
CRABP2,10.588189,9.339326
CRACD,-3.2646465,8.938723
CRACDL,1.519483,13.515611
CRACR2A,4.5256424,11.991551
CRACR2B,7.144301,12.765649
CRADD,9.316904,8.158424
CRAMP1,-3.6362157,9.326949
CRAT,4.549511,13.085155
CRB1,-0.42570046,9.287303
CRB2,-1.702174,12.352623
CRB3,10.925056,10.209019
CRBN,5.2225914,6.3007274
CRCP,3.8692179,9.961757
CRCT1,11.948832,9.801085
CREB3,9.369951,9.817224
CREB3L1,4.7959785,12.97376
CREB3L2,-3.579056,8.454499
CREB3L3,7.160786,12.722514
CREB3L4,7.734815,10.220915
CREB5,-3.685038,6.728319
CREBL2,1.1385974,6.3002586
CREBRF,-3.3710616,5.5951552
CREBZF,-3.131285,7.1222816
CREG1,5.854215,8.418712
CREG2,-2.9339619,6.9810185
CRELD1,6.2181163,11.412722
CRELD2,9.846098,10.712269
CREM,3.6246977,9.225643
CRH,9.491375,9.150048
CRHBP,7.700967,7.8940864
CRHR1,5.228489,12.855494
CRHR2,3.728092,12.441711
CRIM1,-2.449964,8.636074
CRIP1,12.041242,9.703918
CRIP2,10.747954,11.167134
CRIP3,10.506325,9.539905
CRIPT,-2.739397,6.081687
CRISP1,5.7465825,6.253197
CRISP2,8.255197,7.2048397
CRISP3,5.5784388,6.179368
CRISPLD1,0.86950654,4.859362
CRISPLD2,-0.10259891,10.829111
CRK,1.403321,9.252347
CRKL,-1.539036,9.687983
CRLF1,8.360786,12.472882
CRLF2,9.045411,9.906331
CRLF3,3.114627,6.449403
CRLS1,1.0535035,7.501709
CRMP1,2.6740966,12.413834
CRNKL1,0.8986088,6.273058
CRNN,7.7764955,11.097854
CROCC,-2.403886,11.567788
CROCC2,-1.5390639,12.237042
CROT,2.1770985,6.4932914
CRP,6.447799,10.033601
CRPPA,-0.6623893,5.1886926
CRTAC1,4.7578387,12.504086
CRTAM,4.96124,8.794705
CRTAP,-1.7710942,10.235579
CRTC1,-3.001538,10.984077
CRTC2,5.1600704,12.369867
CRTC3,-0.9870383,11.279845
CRX,0.0667764,11.049298
CRY1,3.2452426,9.003455
CRY2,0.6589795,12.2421665
CRYAA,10.456724,11.036492
CRYAB,10.842173,8.558739
CRYBA1,10.549918,8.050664
CRYBA2,11.404733,10.303045
CRYBA4,11.702427,9.405627
CRYBB1,10.336708,9.7699585
CRYBB2,11.672624,9.319113
CRYBB3,11.758258,9.703769
CRYBG2,-1.1076419,12.408643
CRYGA,11.631707,8.150136
CRYGB,11.701123,8.207263
CRYGC,11.768852,8.342306
CRYGD,11.549642,8.931953
CRYGN,6.87541,11.190675
CRYGS,10.388211,7.912374
CRYL1,8.602405,9.758581
CRYM,9.593947,9.062265
CRYZ,5.689809,5.8899674
CRYZL1,7.2517133,6.4228
CS,3.3285952,10.380777
CSAD,4.892436,11.109286
CSAG1,11.929198,8.368909
CSAG3,10.511941,8.059486
CSDC2,5.1072917,13.18275
CSDE1,1.0264939,6.897642
CSE1L,1.6835897,6.577417
CSF1,1.2919335,12.850047
CSF1R,1.3133253,12.526716
CSF2,10.955633,8.340986
CSF2RA,7.4915943,9.753682
CSF2RB,-0.92207867,10.842436
CSF3,9.558966,10.643468
CSF3R,3.3900533,13.045784
CSGALNACT1,0.6896649,9.15269
CSGALNACT2,1.3688159,5.3785586
CSH1,11.2930765,9.1402855
CSH2,11.28816,9.224884
CSHL1,11.247625,9.161021
CSK,4.7266746,13.27733
CSKMT,6.597258,10.061739
CSN1S1,8.946319,6.7765713
CSN2,9.174692,6.55255
CSN3,10.35251,7.365562
CSNK1A1,-0.86659074,5.7565374
CSNK1A1L,4.7335296,9.00518
CSNK1D,1.3466,12.539059
CSNK1E,4.2138424,12.29439
CSNK1G1,-3.4949765,7.076897
CSNK1G2,3.6021075,13.621235
CSNK2A2,7.1979837,10.812333
CSNK2A3,8.931506,7.8390326
CSNK2B,10.986899,9.208278
CSNKA2IP,3.954423,9.136065
CSPG4,-3.6776037,10.249168
CSPG5,6.6187444,11.836812
CSPP1,-0.32738492,6.7417426
CSRNP1,2.8870194,12.435854
CSRNP2,0.24345087,10.26118
CSRP1,7.9840026,10.775368
CSRP2,10.147599,7.8964124
CSRP3,8.554286,7.4047065
CST1,11.488107,9.206279
CST11,11.753821,7.7094226
CST2,11.497129,9.084543
CST3,11.47681,10.267767
CST4,11.434737,9.189246
CST5,11.385755,9.040678
CST6,12.516675,9.203674
CST7,10.964306,9.049982
CST8,10.6430855,8.497247
CST9,8.489046,10.019909
CST9L,10.895468,7.8031683
CSTA,10.134786,6.882209
CSTB,11.186061,7.5986934
CSTF1,0.7314463,8.779007
CSTF2,4.4165754,9.536467
CSTF2T,1.1170228,8.207091
CSTF3,3.700861,6.4542665
CSTL1,11.529992,7.9212174
CSTPP1,8.631108,10.332288
CT45A1,9.992394,7.395728
CT45A10,9.991633,7.4177704
CT45A2,8.798016,7.9875646
CT45A3,9.834031,7.33697
CT45A5,10.196432,7.305736
CT45A6,9.253251,8.073821
CT45A7,9.321079,7.9877787
CT45A8,9.363156,7.98621
CT45A9,8.626481,7.978237
CT47A1,12.433404,11.365018
CT47A10,12.452674,11.376526
CT47A11,12.447796,11.376879
CT47A12,12.419204,11.347214
CT47A2,12.451131,11.379058
CT47A3,12.453515,11.376304
CT47A4,12.451862,11.379721
CT47A5,12.452358,11.37865
CT47A6,12.43737,11.370355
CT47A7,12.443199,11.372256
CT47A8,12.451083,11.379519
CT47A9,12.4509,11.377899
CT47B1,12.433312,11.366506
CT55,8.099185,7.7308307
CT83,11.719832,7.110233
CTAG1A,11.952643,9.83723
CTAG1B,11.929409,9.818558
CTAG2,11.860912,9.8223295
CTAGE1,0.5709148,6.3342004
CTAGE15,4.4650035,8.056034
CTAGE4,4.4116135,8.1048155
CTAGE6,4.451131,8.067525
CTAGE8,4.422661,8.0709715
CTAGE9,4.4131947,8.074955
CTBP1,5.5896235,12.259458
CTBP2,-4.3594913,7.972274
CTBS,-2.377501,5.1480217
CTC1,-2.9350326,9.639609
CTCF,1.1478114,10.111479
CTCFL,1.7147287,9.343358
CTDNEP1,8.323355,11.507314
CTDP1,1.4080857,13.48947
CTDSP1,5.2192593,12.688885
CTDSP2,-0.28771606,11.208487
CTDSPL,0.017161284,10.218713
CTDSPL2,-2.646569,5.555565
CTF1,8.704641,12.028285
CTH,5.865727,8.248088
CTHRC1,8.428357,7.0016847
CTIF,-1.7979785,11.941472
CTLA4,6.2804155,8.189849
CTNNA1,1.412968,10.055453
CTNNA2,1.1223031,10.11482
CTNNAL1,4.737158,7.372319
CTNNB1,1.7935039,8.723974
CTNNBIP1,3.4758513,12.341067
CTNNBL1,6.988566,9.797712
CTNND1,-2.1581979,8.53977
CTNND2,-2.7855718,8.957974
CTNS,0.66549057,12.144721
CTPS1,3.4944859,10.34882
CTPS2,1.2220569,9.427975
CTR9,0.42228046,7.106087
CTRB1,11.567047,10.3236885
CTRB2,11.469423,10.287922
CTRC,2.3084064,11.824289
CTRL,10.183291,9.896263
CTSA,7.6899714,11.183668
CTSB,1.6169124,11.283624
CTSC,6.4530683,8.210567
CTSD,7.171407,12.615061
CTSE,5.971317,10.0638895
CTSF,6.97367,11.965613
CTSG,10.874462,8.957422
CTSH,6.2331233,10.716027
CTSK,8.121607,8.1638775
CTSL,8.030017,8.481593
CTSO,3.065046,6.660113
CTSS,1.315928,6.359817
CTSV,0.25617644,6.8435683
CTSW,10.151979,10.373931
CTSZ,9.603786,10.388612
CTTN,2.3522437,11.850671
CTTNBP2,-2.0677166,8.791944
CTTNBP2NL,-1.2915674,6.93018
CTU1,7.3763213,12.9406805
CTU2,9.179792,11.698632
CTXN1,10.293156,11.8187895
CTXN2,4.087245,7.6840596
CTXN3,7.6628366,7.1179767
CTXND1,-2.7526019,8.929304
CTXND2,8.724512,7.236495
CUEDC1,1.3533058,13.4686
CUEDC2,10.791354,10.141965
CUL1,2.9582195,9.563189
CUL2,1.2431316,5.60829
CUL3,-2.411509,5.8256106
CUL4A,-1.2426105,6.8895617
CUL4B,-0.9043716,5.709729
CUL5,-2.0876207,5.274382
CUL7,-1.3551089,12.0932
CUL9,-2.9435787,10.734756
CUTA,10.717112,9.2859335
CUTC,8.41062,7.828648
CUX2,-2.8758438,9.800849
CUZD1,6.5298076,7.933963
CWC15,7.805226,7.1160264
CWC22,2.2361767,5.957348
CWC25,2.8921535,10.431594
CWC27,4.905799,5.934617
CWF19L1,4.1479735,9.782784
CWF19L2,2.143835,5.7408195
CWH43,5.1402597,9.063
CX3CL1,2.6660874,12.917151
CX3CR1,3.0855417,10.23411
CXADR,-1.2702334,5.5735006
CXCL1,8.464106,7.1876316
CXCL10,8.129369,6.503195
CXCL11,6.5466275,5.786476
CXCL12,6.0381503,8.541909
CXCL13,8.304236,6.5373564
CXCL14,7.911998,9.121053
CXCL16,5.415508,11.891879
CXCL17,9.998655,7.4818325
CXCL2,8.540992,7.08782
CXCL3,8.467548,7.062452
CXCL5,3.7110598,5.2354326
CXCL6,7.841481,6.8092275
CXCL8,5.522596,5.348915
CXCL9,3.9164395,8.195885
CXCR1,4.7070665,11.41515
CXCR2,3.6182764,10.157749
CXCR3,9.136287,11.601934
CXCR4,7.687342,8.062514
CXCR5,0.13294643,12.546344
CXCR6,6.217538,9.238221
CXXC1,6.3979173,12.236014
CXXC4,-2.6614356,7.101787
CXXC5,4.6260195,12.194323
CXorf38,0.5048666,10.030602
CXorf49,8.883053,11.945067
CXorf49B,8.98453,11.825238
CXorf51A,12.10982,7.615491
CXorf51B,12.122312,7.6612525
CXorf58,7.5872498,7.347819
CXorf65,10.426152,7.862451
CXorf66,8.139044,6.578822
CYB561,3.8348773,11.883503
CYB561A3,4.7756677,12.488962
CYB561D1,-0.45626494,11.472093
CYB561D2,10.371682,10.1652
CYB5A,2.2175896,9.516694
CYB5B,0.430763,6.512433
CYB5D1,1.6953945,10.136255
CYB5D2,6.833117,11.192024
CYB5R1,8.487505,9.843698
CYB5R2,9.725674,9.480382
CYB5R3,3.5510602,12.545747
CYB5R4,-4.0770535,6.1543274
CYB5RL,-1.88953,10.190411
CYBA,12.033833,9.928971
CYBB,0.7821844,6.5326076
CYBC1,7.122478,12.085011
CYBRD1,0.7041908,6.5637436
CYC1,10.642724,10.185937
CYCS,-1.6206813,6.4206834
CYFIP1,-3.064298,8.703772
CYFIP2,-2.3587604,9.845638
CYGB,7.4468484,12.280649
CYHR1,6.839238,12.889992
CYLC1,3.5612917,7.1442595
CYLC2,4.5222683,6.4021435
CYLD,-3.8385968,6.127616
CYP11A1,7.6107645,11.129307
CYP11B1,1.986775,11.872495
CYP11B2,3.8400981,12.463344
CYP17A1,7.986671,10.32175
CYP19A1,0.37866834,8.117432
CYP1A1,4.696823,11.408038
CYP1A2,3.1626513,11.564368
CYP1B1,-1.8768533,8.343341
CYP21A2,7.216155,12.353482
CYP24A1,2.4206045,9.161124
CYP26A1,5.5128307,9.367075
CYP26B1,0.30634105,11.342704
CYP26C1,3.9620113,13.489745
CYP27A1,7.6041727,11.486
CYP27B1,5.4585514,11.923339
CYP27C1,-1.1121322,8.837393
CYP2A13,7.9405637,11.076244
CYP2A6,7.830742,11.030209
CYP2A7,7.8534927,11.003777
CYP2B6,2.974158,11.141776
CYP2C18,5.1346774,8.995143
CYP2C19,0.8752716,7.9604063
CYP2C8,6.63194,8.342999
CYP2C9,4.252315,9.288069
CYP2D6,9.388981,11.7788925
CYP2D7,11.677363,9.497569
CYP2E1,8.123284,9.753114
CYP2F1,8.268175,11.500064
CYP2J2,6.6012554,8.917224
CYP2R1,5.468057,8.095355
CYP2S1,4.748057,12.952869
CYP2U1,-0.82824945,8.73307
CYP2W1,6.6956754,13.142832
CYP39A1,4.318544,6.0502076
CYP3A4,4.0050893,8.975949
CYP3A43,7.6364384,7.8665814
CYP3A5,7.720874,8.005512
CYP3A7,6.127,8.426935
CYP3A7-CYP3A51P,7.8370805,7.933414
CYP46A1,6.717179,12.723942
CYP4A11,4.8906627,11.809183
CYP4A22,4.9040036,11.816182
CYP4B1,6.0644426,10.552345
CYP4F11,3.3993442,11.477168
CYP4F12,8.082384,10.758296
CYP4F2,5.525574,11.103299
CYP4F22,4.769085,12.548604
CYP4F3,-0.9878664,8.9413185
CYP4F8,3.5002038,11.119732
CYP4V2,-0.5684303,8.67689
CYP4X1,5.418793,9.255299
CYP4Z1,5.8128853,8.883738
CYP51A1,2.5348487,6.859789
CYP7A1,3.5230415,6.1736994
CYP7B1,-3.0244048,5.7261767
CYP8B1,1.5922711,11.467877
CYREN,9.059525,9.664505
CYRIA,-0.18451852,7.5062184
CYRIB,1.2121029,7.5212126
CYS1,3.3954017,12.491413
CYSLTR1,3.6542795,5.546032
CYSLTR2,-0.034353722,6.5251784
CYSRT1,11.853384,10.0142355
CYSTM1,11.01285,8.123832
CYTH1,2.6708992,11.7983
CYTH2,-0.007559113,12.561333
CYTH3,-0.06468521,11.389712
CYTH4,3.206283,12.777567
CYTIP,5.497017,8.206127
CYTL1,9.570384,7.926109
CYYR1,3.250994,8.550136
CZIB,9.612898,8.665836
D2HGDH,5.1963415,13.306123
DAAM1,-1.0163097,5.8328357
DAAM2,-1.8102548,11.132155
DAB1,-0.7431862,7.597597
DAB2,0.41989893,9.786127
DACH1,-1.8545669,8.345011
DACH2,4.6262326,9.454754
DACT1,1.4186406,10.919464
DACT2,3.2345536,13.4875345
DACT3,4.1277313,13.250053
DAD1,11.063608,7.7536283
DAG1,-1.0481386,11.398425
DAGLA,-1.7868582,12.220146
DAGLB,3.8944528,12.069175
DALRD3,8.666487,11.627938
DAND5,8.331677,10.925136
DAO,8.798689,9.930471
DAOA,9.983215,7.124511
DAP,5.523354,11.226804
DAP3,6.346942,8.950784
DAPK1,-1.4629805,10.607484
DAPK2,4.6566973,11.112586
DAPK3,6.814248,12.761342
DAPL1,11.675442,7.5417924
DAPP1,3.182052,6.2347193
DARS1,2.5606267,5.36625
DARS2,2.5682878,9.005217
DAW1,7.5594006,7.4766655
DAXX,4.788895,11.835831
DAZ1,1.1901798,6.843585
DAZ2,1.4185777,6.854055
DAZ3,1.5086241,6.816536
DAZ4,1.3958958,6.853141
DAZAP1,6.121947,11.693666
DAZAP2,5.921012,8.369046
DAZL,3.116906,5.280102
DBF4,1.738657,5.4161468
DBF4B,3.0777113,11.823585
DBH,4.6598706,13.04978
DBI,11.45448,7.1441035
DBN1,3.2532175,13.059589
DBNDD1,7.0259085,12.475386
DBNDD2,10.17569,9.415786
DBP,7.1664076,12.835999
DBR1,4.4006267,7.3859677
DBX1,10.376128,11.391527
DBX2,3.9330788,8.848957
DCAF1,-1.0555586,9.282615
DCAF10,-3.577083,6.9532146
DCAF11,0.4341718,11.680242
DCAF12,1.8831406,10.029598
DCAF12L1,2.100272,9.673218
DCAF12L2,4.2002096,11.700051
DCAF13,5.6794877,6.0202107
DCAF15,6.012276,12.919794
DCAF16,0.2631489,8.610969
DCAF17,-0.9830927,5.8020062
DCAF4,4.8869753,10.75318
DCAF4L1,0.2676567,4.9650173
DCAF4L2,2.2720108,5.8359694
DCAF5,-2.1295395,8.993577
DCAF6,1.829399,9.200369
DCAF7,-2.2866015,9.290762
DCAF8,1.3759363,10.816815
DCAF8L1,1.9375062,7.238315
DCAF8L2,2.1712458,9.273336
DCAKD,6.3030124,11.802363
DCANP1,2.8514986,11.837208
DCBLD1,1.99799,10.656355
DCBLD2,-2.3559818,7.2380586
DCD,11.858617,7.5908833
DCDC1,-3.0178573,6.472124
DCDC2,0.18230404,5.055801
DCDC2B,9.98441,10.13552
DCDC2C,5.813918,9.42293
DCK,3.639244,5.271916
DCLK1,-4.1167483,7.319461
DCLK2,0.66887826,11.803848
DCLK3,-1.8696404,9.072964
DCLRE1A,0.50777125,6.266414
DCLRE1B,1.6784405,9.918465
DCLRE1C,-1.3803313,6.4932547
DCN,-2.767287,6.155426
DCP1A,-1.6952393,8.114801
DCP1B,6.6653843,10.441586
DCPS,-1.0387256,11.110153
DCST1,6.163089,11.924606
DCST2,4.963648,12.424234
DCSTAMP,6.185313,8.842642
DCT,-0.50807506,6.3728495
DCTD,6.439128,9.13867
DCTN1,0.15223104,12.431709
DCTN2,6.8432984,10.099729
DCTN3,11.094252,8.664947
DCTN4,0.9214994,7.4381194
DCTN6,8.067912,6.138319
DCTPP1,10.164577,9.4888735
DCUN1D1,-3.0546143,5.557143
DCUN1D2,3.0720274,10.2939625
DCUN1D3,-1.8272119,7.216436
DCUN1D4,0.68252754,5.488514
DCX,-3.9551275,6.3381104
DCXR,11.607097,10.051425
DDA1,0.9277582,12.463317
DDAH1,1.0208931,8.973005
DDAH2,10.587063,9.9745655
DDB1,0.22997643,11.257895
DDB2,8.021449,10.430636
DDC,6.5079813,9.660645
DDHD2,-0.028676687,6.6212354
DDI1,4.473253,9.543705
DDIAS,1.8231614,6.5167284
DDIT3,10.555419,8.209064
DDIT4,8.668471,10.93912
DDIT4L,4.307926,8.087221
DDN,0.9715991,12.995403
DDO,6.145718,8.986554
DDOST,6.5713615,10.584188
DDR1,1.3541763,13.155773
DDRGK1,10.34415,10.170285
DDT,11.992208,8.761878
DDTL,8.318017,9.631625
DDX1,4.748924,7.449021
DDX10,2.1246052,7.4472666
DDX11,1.3232932,12.552195
DDX17,-0.015540144,9.233874
DDX18,1.3099496,6.2175403
DDX19A,3.5344799,11.142035
DDX19B,2.492873,10.63332
DDX20,1.6848782,7.262609
DDX21,0.079157315,6.3898726
DDX23,2.2457337,11.463661
DDX24,-1.2984924,10.262444
DDX25,-2.890388,7.472813
DDX27,5.140524,11.060779
DDX28,5.832441,11.346163
DDX31,0.66181695,10.630024
DDX39A,9.418901,10.476431
DDX39B,8.2285595,9.762584
DDX3X,0.180025,6.101792
DDX3Y,0.56922716,6.073571
DDX4,3.7690382,6.223332
DDX41,6.666266,11.855948
DDX42,0.983523,10.130001
DDX43,4.091586,6.2759805
DDX46,-1.4476085,6.0147934
DDX47,6.8668504,8.400611
DDX49,8.146884,11.678258
DDX5,1.8066876,5.8694105
DDX50,4.7336197,7.484324
DDX51,-0.41556466,12.228681
DDX52,-2.2941175,6.4274564
DDX53,1.7339021,5.383853
DDX54,0.13112761,12.671073
DDX55,4.4043164,9.366591
DDX56,7.6180987,11.131315
DDX58,0.28088415,6.410057
DDX59,5.460724,7.849074
DDX6,-1.90041,6.336722
DDX60,-1.6188169,5.8966537
DDX60L,-2.701896,5.853256
DEAF1,6.83085,12.798583
DECR1,3.8594005,6.2149763
DECR2,9.17602,11.70096
DEDD,5.071409,10.65186
DEDD2,7.8629107,12.221838
DEF6,6.411118,12.580054
DEF8,1.8628517,12.990387
DEFA1,12.497656,8.10632
DEFA1B,12.49239,8.0657
DEFA3,12.465407,8.04659
DEFA4,12.254961,7.3981843
DEFA5,12.364469,7.6182103
DEFA6,12.31264,7.4497986
DEFB1,12.607337,7.0385656
DEFB103A,11.870183,6.962708
DEFB103B,11.418504,7.0065603
DEFB104A,12.591283,7.4643126
DEFB104B,12.512485,7.477199
DEFB105A,8.6603365,6.5644326
DEFB105B,12.274048,7.0224957
DEFB106A,12.18867,6.939085
DEFB106B,12.232362,6.968648
DEFB107A,12.125613,6.964834
DEFB107B,12.226113,6.9608526
DEFB108B,12.4412,7.4462457
DEFB110,11.912326,6.915262
DEFB112,5.713809,5.496869
DEFB113,12.116733,6.9058814
DEFB114,12.016028,6.9120564
DEFB115,12.158433,6.965101
DEFB116,12.448239,7.092944
DEFB118,8.654844,7.175441
DEFB119,12.332535,7.535255
DEFB121,12.446357,7.0223303
DEFB123,12.532825,7.047042
DEFB124,11.1280575,8.171561
DEFB125,8.09144,6.476679
DEFB126,12.053866,7.0653963
DEFB127,11.101652,6.9009657
DEFB128,12.110189,6.9347906
DEFB129,10.65588,7.0398483
DEFB130A,12.143632,6.9123335
DEFB130B,12.140906,6.9189014
DEFB131A,11.061593,6.8177867
DEFB131B,12.433818,7.02282
DEFB132,5.5402055,7.6576505
DEFB135,12.366816,6.9662514
DEFB136,12.633151,7.1794057
DEFB4A,12.6307335,7.170126
DEFB4B,12.652326,7.1751714
DEGS1,6.011124,8.114955
DEGS2,1.5661758,13.339416
DEK,3.69268,4.8976336
DELE1,-0.33699018,10.707286
DENND10,4.772745,7.453874
DENND11,-3.655544,7.9167624
DENND1A,-1.0627817,12.286588
DENND1B,-3.452407,5.5791373
DENND1C,4.594551,12.988026
DENND2A,1.3502764,12.483441
DENND2B,0.3851692,12.368315
DENND2C,-1.7236537,6.5010242
DENND2D,2.7331204,10.085543
DENND3,-1.4892937,11.518801
DENND4A,-3.9728713,6.081292
DENND4B,-2.0062509,11.875604
DENND4C,-3.612776,6.1900396
DENND5A,-0.87630016,10.751344
DENND5B,-4.0601335,7.070187
DENND6A,0.13014783,6.28116
DENND6B,-0.78890306,12.494438
DENR,3.6526198,5.135033
DEPDC1,-1.2485616,5.3200507
DEPDC1B,3.9198472,6.300398
DEPDC4,2.3751554,7.0435414
DEPDC5,-1.7526741,10.420535
DEPDC7,6.735115,6.8030515
DEPP1,6.955728,11.428911
DEPTOR,4.326358,9.458276
DERA,7.1642933,7.393883
DERL1,2.7866838,9.165912
DERL2,0.42577344,6.424176
DERL3,3.5350103,12.603183
DERPC,3.946694,11.668846
DES,6.6794353,12.788765
DESI1,1.3754078,11.2012825
DESI2,0.6940773,6.216695
DET1,5.1993666,9.583123
DEUP1,2.9169502,5.578658
DEXI,9.189866,11.771913
DFFA,-1.5727015,9.801582
DFFB,3.9299462,10.876223
DGAT1,1.6867832,13.316699
DGAT2,5.1338334,11.639649
DGAT2L6,7.8964543,8.79976
DGCR2,-0.13738795,12.621996
DGCR6,10.973452,10.558109
DGCR6L,10.822851,10.686586
DGCR8,0.100425564,11.796915
DGKA,4.2416015,10.893059
DGKB,-2.5079055,6.0636683
DGKD,-2.0819733,11.452594
DGKE,-3.8891025,6.1038337
DGKG,-1.7100055,10.0378
DGKK,-3.11943,8.688823
DGKQ,-0.6406221,12.9955015
DGKZ,2.2295659,13.642452
DGLUCY,3.7263334,11.408843
DGUOK,9.635732,8.562869
DHCR24,0.57427245,11.831841
DHCR7,4.3005867,12.382853
DHDDS,2.4822578,11.434042
DHDH,10.80025,10.041933
DHFR,1.2604202,8.988374
DHFR2,1.3693992,6.2144313
DHH,-0.47078112,11.529026
DHODH,-0.20018637,11.152724
DHPS,9.457237,10.483692
DHRS1,9.24841,10.2121935
DHRS11,9.048299,10.841785
DHRS12,10.071982,9.212368
DHRS13,7.353807,11.96402
DHRS2,8.084069,9.044972
DHRS3,6.1478076,11.597449
DHRS4,10.131314,9.599953
DHRS4L2,10.137647,9.610359
DHRS7,6.3068,8.154689
DHRS7B,9.752476,9.455311
DHRS7C,9.680397,9.628523
DHRS9,7.971471,8.042131
DHRSX,4.6085787,10.742639
DHTKD1,-0.65856355,10.087339
DHX15,3.290094,8.560433
DHX16,2.196605,12.189709
DHX29,-0.3159431,6.2599664
DHX30,1.1104125,12.67849
DHX32,3.0876853,8.491595
DHX33,-1.6704527,9.213171
DHX34,-0.083546236,12.92697
DHX35,2.548302,10.757508
DHX36,-2.5876653,5.937477
DHX37,-0.5766958,12.793593
